Unit price,Quantity,Total,gross income,Rating,Year,Month,Day,IsWeekend,Hour,Average_price_Item,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer_type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,PartOfTheDay_Afternoon,PartOfTheDay_Evening,PartOfTheDay_Night
70.01,5,367.5525,17.5025,5.5,2021.0,3.0,1.0,0,11,73.51050000000001,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
80.05,5,420.2625,20.0125,9.4,,,,0,12,84.0525,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
20.85,8,175.14,8.34,6.3,2021.0,3.0,3.0,0,19,21.8925,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
52.89,6,333.207,15.867,9.8,,,,0,17,55.5345,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
19.79,8,166.236,7.916,8.7,,,,0,12,20.7795,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
33.84,9,319.788,15.228,8.8,,,,0,16,35.532000000000004,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
22.17,8,186.228,8.868,9.6,2021.0,3.0,3.0,0,17,23.2785,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
22.51,7,165.4485,7.8785,4.8,,,,0,10,23.6355,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
73.88,6,465.444,22.164,4.4,,,,0,19,77.574,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
86.8,3,273.42,13.02,9.9,,,,0,16,91.14,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
64.26,7,472.311,22.491,5.7,2021.0,9.0,2.0,0,10,67.473,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38.47,8,323.148,15.388,7.7,,,,0,11,40.3935,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.5,10,162.75,7.75,8.0,,,,0,10,16.275,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
34.31,8,288.204,13.724,5.7,,,,0,15,36.0255,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
12.34,7,90.699,4.319,6.7,2021.0,4.0,3.0,1,11,12.956999999999999,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
18.08,3,56.952,2.712,8.0,2021.0,5.0,3.0,0,19,18.983999999999998,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
94.49,8,793.716,37.796,7.5,2021.0,3.0,3.0,0,19,99.2145,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
46.47,4,195.174,9.294,7.0,2021.0,8.0,2.0,0,10,48.7935,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
74.07,1,77.7735,3.7035,9.9,2021.0,10.0,2.0,1,12,77.7735,False,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
69.81,4,293.202,13.962,5.9,,,,0,20,73.3005,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
77.04,3,242.676,11.556,7.2,2021.0,11.0,2.0,0,10,80.892,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
73.52,2,154.392,7.352,4.6,,,,0,13,77.196,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
87.8,9,829.71,39.51,9.2,,,,0,19,92.19,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25.55,4,107.31,5.11,5.7,,,,0,20,26.8275,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32.71,5,171.7275,8.1775,9.9,,,,0,11,34.3455,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
74.29,1,78.0045,3.7145,5.0,,,,0,19,78.0045,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43.7,2,91.77,4.37,4.9,,,,0,18,45.885,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
25.29,1,26.5545,1.2645,6.1,,,,0,10,26.5545,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
41.5,4,174.3,8.3,8.2,2021.0,12.0,3.0,0,19,43.575,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
71.39,5,374.7975,17.8475,5.5,,,,0,19,74.9595,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
19.15,6,120.645,5.745,6.8,,,,0,10,20.107499999999998,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
57.49,4,241.458,11.498,6.6,,,,0,11,60.3645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.41,7,451.3635,21.4935,9.8,,,,0,10,64.48049999999999,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.9,10,271.95,12.95,8.7,2021.0,6.0,2.0,0,14,27.195,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
17.77,5,93.2925,4.4425,5.4,,,,0,12,18.6585,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
23.03,9,217.6335,10.3635,7.9,2021.0,3.0,1.0,0,12,24.1815,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
66.65,9,629.8425,29.9925,9.7,2021.0,4.0,1.0,0,18,69.9825,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
28.53,10,299.565,14.265,7.8,,,,0,17,29.9565,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30.37,3,95.6655,4.5555,5.1,,,,0,13,31.888499999999997,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
99.73,9,942.4485,44.8785,6.5,2021.0,2.0,3.0,0,19,104.7165,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
26.23,9,247.8735,11.8035,5.9,,,,0,20,27.5415,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
93.26,9,881.307,41.967,8.8,,,,0,18,97.923,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
92.36,5,484.89,23.09,4.9,,,,0,19,96.978,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
46.42,3,146.223,6.963,4.4,2021.0,4.0,1.0,0,13,48.74100000000001,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
29.61,7,217.6335,10.3635,6.5,2021.0,11.0,3.0,0,15,31.0905,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
18.28,1,19.194,0.914,8.3,,,,0,15,19.194,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
24.77,5,130.0425,6.1925,8.5,,,,0,18,26.008499999999998,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
94.64,3,298.116,14.196,5.5,,,,0,16,99.372,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
94.87,8,796.908,37.948,8.7,2021.0,12.0,2.0,0,12,99.6135,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
57.34,3,180.621,8.601,7.9,2021.0,10.0,3.0,1,18,60.207,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
45.35,6,285.705,13.605,6.1,,,,0,13,47.6175,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
62.08,7,456.288,21.728,5.4,2021.0,6.0,3.0,0,13,65.184,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
11.81,5,62.0025,2.9525,9.4,,,,0,18,12.4005,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.54,1,13.167,0.627,8.2,,,,0,12,13.167,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
43.25,2,90.825,4.325,6.2,,,,0,15,45.4125,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
87.16,2,183.036,8.716,9.7,2021.0,11.0,1.0,0,14,91.518,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False
69.37,9,655.5465,31.2165,4.0,,,,0,19,72.83850000000001,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
37.06,4,155.652,7.412,9.7,,,,0,16,38.913,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
90.7,6,571.41,27.21,5.3,,,,0,10,95.235,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63.42,8,532.728,25.368,7.4,2021.0,11.0,3.0,0,12,66.591,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
81.37,2,170.877,8.137,6.5,,,,0,19,85.4385,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.59,3,33.3585,1.5885,8.7,2021.0,12.0,3.0,0,13,11.1195,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
84.09,9,794.6505,37.8405,8.0,2021.0,11.0,2.0,0,10,88.2945,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
73.82,4,310.044,14.764,6.7,,,,0,18,77.511,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.94,10,545.37,25.97,6.5,2021.0,9.0,3.0,0,18,54.537,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
93.14,2,195.594,9.314,4.1,,,,0,18,97.797,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
17.41,5,91.4025,4.3525,4.9,,,,0,15,18.2805,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
44.22,5,232.155,11.055,8.6,2021.0,5.0,3.0,0,17,46.431,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
13.22,5,69.405,3.305,4.3,2021.0,2.0,3.0,0,19,13.881,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
89.69,1,94.1745,4.4845,4.9,2021.0,11.0,1.0,0,11,94.1745,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
24.94,9,235.683,11.223,5.6,2021.0,11.0,1.0,0,16,26.186999999999998,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
59.77,2,125.517,5.977,5.8,2021.0,11.0,3.0,0,12,62.7585,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
93.2,2,195.72,9.32,6.0,,,,0,18,97.86,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
62.65,4,263.13,12.53,4.2,2021.0,5.0,1.0,1,11,65.7825,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
93.87,8,788.508,37.548,8.3,2021.0,2.0,2.0,0,18,98.5635,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
47.59,8,399.756,19.036,5.7,2021.0,1.0,1.0,0,14,49.9695,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
81.4,3,256.41,12.21,4.8,2021.0,9.0,2.0,0,19,85.47000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
17.94,5,94.185,4.485,6.8,,,,0,14,18.837,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
77.72,4,326.424,15.544,8.8,2021.0,7.0,1.0,0,16,81.606,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
73.06,7,536.991,25.571,4.2,,,,0,19,76.713,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
46.55,9,439.8975,20.9475,6.4,2021.0,2.0,2.0,0,15,48.8775,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
35.19,10,369.495,17.595,8.4,,,,0,19,36.9495,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
14.39,2,30.219,1.439,7.2,2021.0,2.0,3.0,0,19,15.1095,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
23.75,4,99.75,4.75,5.2,,,,0,11,24.9375,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
58.9,8,494.76,23.56,8.9,2021.0,6.0,1.0,0,11,61.845,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
32.62,4,137.004,6.524,9.0,,,,0,14,34.251,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
66.35,1,69.6675,3.3175,9.7,,,,0,10,69.6675,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
25.91,6,163.233,7.773,8.7,2021.0,5.0,2.0,1,10,27.2055,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
32.25,4,135.45,6.45,6.5,,,,0,12,33.8625,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
65.94,4,276.948,13.188,6.9,2021.0,7.0,2.0,0,13,69.237,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
75.06,9,709.317,33.777,6.2,,,,0,13,78.813,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
16.45,4,69.09,3.29,5.6,2021.0,7.0,3.0,1,14,17.2725,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
38.3,4,160.86,7.66,5.7,,,,0,19,40.215,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22.24,10,233.52,11.12,4.2,2021.0,9.0,2.0,0,11,23.352,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
54.45,1,57.1725,2.7225,7.9,,,,0,19,57.1725,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
98.4,7,723.24,34.44,8.7,2021.0,12.0,3.0,0,12,103.32000000000001,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
35.47,4,148.974,7.094,6.9,,,,0,17,37.2435,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
74.6,10,783.3,37.3,9.5,2021.0,8.0,1.0,1,20,78.33,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
70.74,4,297.108,14.148,4.4,2021.0,5.0,1.0,1,16,74.277,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
35.54,10,373.17,17.77,7.0,2021.0,4.0,1.0,0,13,37.317,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
67.43,5,354.0075,16.8575,6.3,2021.0,6.0,3.0,0,18,70.8015,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
21.12,2,44.352,2.112,9.7,2021.0,3.0,1.0,0,19,22.176,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
21.54,9,203.553,9.693,8.8,2021.0,7.0,1.0,0,11,22.617,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
12.03,2,25.263,1.203,5.1,,,,0,15,12.6315,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
99.71,6,628.173,29.913,7.9,,,,0,16,104.6955,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
47.97,7,352.5795,16.7895,6.2,2021.0,7.0,1.0,0,20,50.3685,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
21.82,10,229.11,10.91,7.1,2021.0,7.0,1.0,0,17,22.911,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
95.42,4,400.764,19.084,6.4,2021.0,2.0,2.0,0,13,100.191,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
70.99,10,745.395,35.495,5.7,,,,0,16,74.5395,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44.02,10,462.21,22.01,9.6,,,,0,19,46.221,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
69.96,8,587.664,27.984,6.4,,,,0,17,73.458,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
37.0,1,38.85,1.85,7.9,2021.0,6.0,3.0,0,13,38.85,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
15.34,1,16.107,0.767,6.5,2021.0,6.0,1.0,0,11,16.107,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
99.83,6,628.929,29.949,8.5,2021.0,4.0,3.0,1,15,104.8215,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
47.67,4,200.214,9.534,9.1,2021.0,12.0,3.0,0,14,50.0535,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
66.68,5,350.07,16.67,7.6,,,,0,18,70.014,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
74.86,1,78.603,3.743,6.9,,,,0,14,78.603,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
23.75,9,224.4375,10.6875,9.5,,,,0,12,24.9375,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
48.51,7,356.5485,16.9785,5.2,,,,0,13,50.9355,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
94.88,7,697.368,33.208,4.2,2021.0,3.0,2.0,0,14,99.62400000000001,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
40.3,10,423.15,20.15,7.0,,,,0,17,42.315,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27.85,7,204.6975,9.7475,6.0,,,,0,17,29.2425,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
62.48,1,65.604,3.124,4.7,,,,0,20,65.604,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36.36,2,76.356,3.636,7.1,,,,0,10,38.178,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.11,10,190.155,9.055,5.9,,,,0,11,19.0155,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
51.92,5,272.58,12.98,7.5,2021.0,3.0,3.0,0,13,54.516,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
28.84,4,121.128,5.768,6.4,,,,0,14,30.282,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
78.38,6,493.794,23.514,5.8,2021.0,10.0,1.0,0,14,82.29899999999999,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
60.01,4,252.042,12.002,4.5,,,,0,15,63.0105,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
88.61,1,93.0405,4.4305,7.7,,,,0,10,93.0405,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
99.82,2,209.622,9.982,6.7,2021.0,2.0,1.0,0,18,104.811,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
39.01,1,40.9605,1.9505,4.7,2021.0,12.0,3.0,0,16,40.9605,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
48.61,1,51.0405,2.4305,4.4,,,,0,15,51.0405,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51.19,4,214.998,10.238,4.7,,,,0,17,53.7495,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
14.96,8,125.664,5.984,8.6,,,,0,12,15.708,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
72.2,7,530.67,25.27,4.3,,,,0,20,75.80999999999999,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
40.23,7,295.6905,14.0805,9.6,,,,0,13,42.241499999999995,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
88.79,8,745.836,35.516,4.1,,,,0,17,93.2295,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
26.48,3,83.412,3.972,4.7,,,,0,10,27.804000000000002,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
81.91,2,172.011,8.191,7.8,2021.0,5.0,3.0,0,17,86.0055,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
79.93,6,503.559,23.979,5.5,,,,0,14,83.9265,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
69.33,2,145.593,6.933,9.7,2021.0,5.0,2.0,1,19,72.7965,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
14.23,5,74.7075,3.5575,4.4,2021.0,1.0,2.0,1,10,14.9415,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
15.55,9,146.9475,6.9975,5.0,2021.0,7.0,3.0,1,13,16.3275,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
78.13,10,820.365,39.065,4.4,2021.0,10.0,2.0,1,20,82.0365,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
99.37,2,208.677,9.937,5.2,,,,0,17,104.3385,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21.08,3,66.402,3.162,7.3,2021.0,9.0,2.0,0,10,22.134,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
74.79,5,392.6475,18.6975,4.9,2021.0,10.0,1.0,0,11,78.5295,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.67,7,218.0745,10.3845,8.1,2021.0,11.0,3.0,0,18,31.1535,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
44.07,4,185.094,8.814,8.4,,,,0,16,46.2735,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
22.93,9,216.6885,10.3185,5.5,,,,0,20,24.0765,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39.42,1,41.391,1.971,8.4,,,,0,15,41.391,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.26,6,96.138,4.578,9.8,,,,0,18,16.023,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
61.77,5,324.2925,15.4425,6.7,2021.0,8.0,3.0,0,13,64.8585,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
21.52,6,135.576,6.456,9.4,,,,0,12,22.596,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
97.74,4,410.508,19.548,6.4,2021.0,12.0,3.0,0,19,102.627,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
99.78,5,523.845,24.945,5.4,2021.0,9.0,3.0,0,19,104.769,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94.26,4,395.892,18.852,8.6,2021.0,12.0,3.0,0,16,98.973,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51.13,4,214.746,10.226,4.0,,,,0,10,53.6865,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
36.36,4,152.712,7.272,7.6,,,,0,13,38.178,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.02,9,208.089,9.909,6.8,2021.0,7.0,2.0,0,18,23.121,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
32.9,3,103.635,4.935,9.1,,,,0,17,34.545,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
77.02,5,404.355,19.255,5.5,2021.0,3.0,2.0,0,15,80.87100000000001,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
23.48,2,49.308,2.348,7.9,,,,0,11,24.654,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14.7,5,77.175,3.675,8.5,,,,0,13,15.434999999999999,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
28.45,5,149.3625,7.1125,9.1,,,,0,10,29.872500000000002,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
76.4,9,721.98,34.38,7.5,,,,0,15,80.22,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
57.95,6,365.085,17.385,5.2,,,,0,13,60.8475,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
47.65,3,150.0975,7.1475,9.5,,,,0,12,50.0325,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
42.82,9,404.649,19.269,8.9,2021.0,5.0,2.0,1,15,44.961,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
48.09,3,151.4835,7.2135,7.8,2021.0,10.0,2.0,1,18,50.494499999999995,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
55.97,7,411.3795,19.5895,8.9,2021.0,5.0,3.0,0,19,58.7685,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
76.9,7,565.215,26.915,7.7,,,,0,20,80.745,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
